video_uid,file_size_mb,duration_sec,fps,width,height,video_source
37af7bbe-2267-4987-9ee8-26bdda093916,257.216065,691.67,30.0,1920.0,1080.0,minnesota
37d15286-c39e-47d1-8d4f-a59f12417dea,316.766535,1216.67,30.0,1440.0,1080.0,iiith
37d183ce-ba64-4ad2-8a54-ae2fb791fd38,116.476855,1058.09,30.0,1440.0,1080.0,iiith
37dac5fa-d946-472f-a703-db8734f164c8,358.097589,1063.05,30.0,1920.0,1440.0,bristol
37efc685-767a-492e-b2c3-d60833ee8232,211.693668,636.17,30.0,1440.0,1080.0,kaust
380de10c-99d3-4270-b908-6765c388a116,1533.802613,785.57,30.0,1440.0,1080.0,unict
3817b065-3d46-44ff-b6a6-8c4d646165f2,317.578775,1415.43,30.0,1440.0,1080.0,kaust
3827b055-911f-4aff-8a00-7c92280faa1f,815.173389,1910.13,30.0,1920.0,1440.0,bristol
3834d222-855b-4a13-aee8-0009b35bf56a,745.417328,1154.53,30.0,2560.0,1920.0,cmu
38473fe0-8311-44f0-a976-46a1eef5c6d6,127.190789,306.47,30.0,1440.0,1080.0,unict
386013e0-6a53-45f6-a840-3d12dda4c4a8,113.956069,1145.7,30.0,1440.0,1080.0,unict
3863821d-786d-4ce1-8cd3-5c56953d4ff7,304.823741,818.3,30.0,1440.0,1080.0,unict
387efde9-a42d-4b64-8b18-ad19e4202d98,541.294215,226.62,30.0,1920.0,1080.0,unict
387f7124-1a0a-43d3-b42d-59d2f5cee438,421.521961,1436.75,30.0,1440.0,1080.0,kaust
38802829-2f8b-4023-b00e-23c00570b820,383.285814,2980.43,30.0,1440.0,1080.0,unict
38847787-e598-456d-a246-f7159fcbbf93,119.337838,426.71,30.0,1920.0,1080.0,unict
389eea41-7ac5-4bcb-86c7-5a70f064c44f,571.034103,1800.13,30.0,1920.0,1080.0,minnesota
38a1e1f1-b490-4ce2-97e1-2fa7305ac3db,624.59134,2657.5,30.0,1440.0,1080.0,kaust
38a66acf-33c8-4ed5-b814-7322087b2e21,1757.839336,4786.77,30.0,1920.0,1080.0,uniandes
38a7b760-56f9-4565-8b70-f8dad5768ace,662.906299,1800.0,30.0,1920.0,1080.0,minnesota
38b3361c-49cb-4e45-a781-71581962769a,5.087919,15.17,30.0,1920.0,1080.0,minnesota
38ead8a1-4d57-4bfb-b7dc-a9785b22f93a,455.524252,2976.93,30.0,1440.0,1080.0,kaust
38f872c3-7300-4c7c-a2be-614ddb415ce7,1721.731735,2580.1,30.0,1920.0,1440.0,bristol
3906d25a-d0a4-4a7c-8906-a87cea106c66,819.876218,2421.93,30.0,1440.0,1080.0,unict
390715f4-94ea-4447-82da-69d10ab25086,316.613567,537.26,30.0,1920.0,1440.0,utokyo
391d3aba-45ea-4b6d-a8b1-044170686984,52.041153,133.37,30.0,1920.0,1080.0,unict
392b632b-40b1-4fb0-92cf-dc17044472ca,512.312277,2069.33,30.0,1440.0,1080.0,iiith
3989cc0b-e250-40d3-a533-572e9420a931,689.568062,1378.83,30.0,2560.0,1920.0,cmu
398ad750-86ea-4298-a97a-b6b689f1ad13,43.197209,359.87,30.0,1440.0,1080.0,kaust
39af7641-e376-4a99-977f-4d7f746e14ba,756.977168,2061.56,30.0,1920.0,1080.0,frl_track_1_public
39d0559a-d1e8-4fca-b7f4-db87bbbbde7e,1246.541252,3676.98,30.0,1440.0,1080.0,iiith
39d087b0-afc2-47d8-ba91-b70dd8fab90e,251.761851,3225.57,30.0,1440.0,1080.0,iiith
3a03f541-a520-4b67-87b2-f9c79f9b54ee,376.207769,816.8,30.0,2560.0,1920.0,cmu_africa
3a158275-c4c2-4bde-a186-788341e43ed4,527.815961,1473.7,30.0,1920.0,1080.0,minnesota
3a1f2e91-b2ec-44da-a2bb-b8c0002179fe,156.595005,790.33,30.0,1920.0,1080.0,unict
3a441dbe-7d0e-4781-8fbb-d47342735581,777.309565,4232.29,30.0,1440.0,1080.0,iiith
3a481a46-928f-46fd-87e3-7725c5bcbbc9,61.152525,734.53,30.0,1440.0,1080.0,kaust
3a53bfdc-daf7-4bbc-bb9f-af449021d237,586.765213,1888.43,30.0,1920.0,1080.0,nus
3a821d95-cf27-4963-a1c7-d4e3f6c7c3c2,629.867358,1659.97,30.0,1920.0,1440.0,bristol
3a9464f8-5025-4a79-ac94-9e3d51f1ef49,721.266574,1861.26,30.0,1920.0,1440.0,bristol
3ab744ba-9969-452c-a825-38affebd4139,2155.071402,3190.59,30.0,1920.0,1440.0,bristol
3ae87694-c71b-4564-9aea-8d65ba9cc19d,969.986916,194.4,30.0,2560.0,1920.0,cmu
3b021bad-6945-4be2-a7db-44af3db1eae8,368.335164,3013.77,30.0,1440.0,1080.0,kaust
3b318882-0514-4713-b56e-d76c9810111c,467.363038,2802.57,30.0,1440.0,1080.0,unict
3b47e163-76ea-4eb5-9a99-afacf6fb41ec,134.241679,1313.67,30.0,1440.0,1080.0,kaust
3b4a581f-2de7-4089-a3aa-8a28cb920331,114.091919,682.64,30.0,1440.0,1080.0,kaust
3b609b23-f91d-43da-9918-ce928181f53f,419.781122,524.0,30.0,1440.0,1080.0,unict
3b8a77f0-153c-4e93-82f9-ae2aa84596ed,443.152607,1799.77,30.0,1920.0,1440.0,bristol
3b980a7b-b0a9-4672-a8c7-b3c759815b3a,2217.709323,8200.23,30.0,1920.0,1080.0,uniandes
3b989129-a310-4aa9-85f5-e5e9a90df99b,247.907547,1813.87,30.0,1440.0,1080.0,kaust
3ba731dd-156e-419b-80de-c19d4f88aa7d,378.60196,708.03,30.0,1920.0,1440.0,utokyo
3bbf723b-6893-42fc-bd59-3c59f3eb9745,279.6477,908.73,30.0,1920.0,1440.0,cmu
3bd5bf35-d6ac-43b2-ab75-1558a37c8550,1789.808125,3738.85,30.0,1440.0,1080.0,iiith
3be1075c-d217-4dfa-9931-0519acdabf88,405.569442,1792.53,30.0,1440.0,1080.0,unict
3c0a04d4-ae07-4150-94ee-e4b4e4ac742f,80.232391,219.87,30.0,1920.0,1080.0,minnesota
3c0dffd0-e38e-4643-bc48-d513943dc20b,301.234345,644.77,30.0,1920.0,1440.0,bristol
3c2172aa-da7a-4ed2-859a-6e151a74a47f,310.352367,612.29,30.0,1920.0,1440.0,utokyo
3c503e88-f70f-4b36-b863-f0b96f5836fb,618.544691,1637.57,30.0,1920.0,1080.0,unict
3c7f716e-b3c3-4e9b-96a4-b5997a29a3e7,679.653059,1946.5,30.0,1920.0,1440.0,bristol
3c826d8a-22b9-4083-a315-2aeee7bde095,461.251166,1164.35,30.0,1920.0,1440.0,bristol
3c9ce1b1-9eaa-4e3d-9ebb-91f9d904178e,717.490232,2910.7,30.0,1440.0,1080.0,kaust
3cabe3f6-fdf2-4471-8156-72ed546cd1ff,1305.56681,3952.27,30.0,1920.0,1440.0,cmu
3ce37765-7d70-4dd6-991c-a83286ba05b2,6512.485481,2723.7,30.0,2560.0,1920.0,cmu
3d06684b-1cfb-45f0-8321-57c1635e590a,350.862243,1476.09,30.0,1920.0,1080.0,nus
3d3efb83-4b41-41e3-94db-50f0f22e67ef,5749.955245,5545.27,30.0,1440.0,1080.0,iiith
3d3f58f6-5055-4d70-aaf9-15cc853d7c5d,144.663756,969.13,30.0,1440.0,1080.0,unict
3d50d232-3eac-4d89-ad59-9c08b944f525,384.743038,1964.46,30.0,1920.0,1440.0,bristol
3d751dba-7897-4ad2-8baa-2569f32dbe6d,439.124007,1667.53,30.0,1920.0,1440.0,bristol
3d8f5230-0c22-4018-86b0-e6d851b74b11,935.377292,1097.62,30.0,1920.0,1440.0,bristol
3dbe950d-163c-40a4-9590-494748e1dd39,5477.152529,10567.5,30.0,1920.0,1080.0,uniandes
3dc2e9fc-16b0-44ad-b50b-3bb5bb099d60,21.470635,224.93,30.0,1440.0,1080.0,unict
3de24d73-5871-4b33-9984-af311383f5d9,12.60581,54.87,30.0,1440.0,1080.0,unict
3de33b96-42ce-410b-ad17-231c9da3d4f9,442.393685,625.37,30.0,1920.0,1440.0,utokyo
3decc0f8-9806-40dd-83d5-26c495dd7830,4866.559846,10635.0,30.0,1920.0,1080.0,uniandes
3df50de7-7ef7-4938-9cdb-fb2d07751084,4880.407796,8657.53,30.0,1920.0,1080.0,uniandes
3e057cdc-bf48-4090-81d6-b66bb18542e7,2032.802512,17690.3,30.0,1440.0,1080.0,iiith
3e08beb0-9108-4e77-b2ae-80f91ceac474,120.446451,603.83,30.0,1920.0,1080.0,unict
3e1791bb-5b42-4946-83aa-152a7f155cac,290.792882,1811.45,30.0,1920.0,1080.0,frl_track_1_public
3e1e342d-a221-4c40-af4f-7ccd633b466a,690.810365,3720.76,30.0,1440.0,1080.0,iiith
3e3cb9f5-dc38-4210-b07a-badd9a996c13,566.385464,4631.33,30.0,1440.0,1080.0,unict
3e4ffe07-a54f-42b6-9a0b-b093adad26e8,2373.505116,10887.4,30.0,1440.0,1080.0,iiith
3e63e11a-44f6-4094-9010-e549c60e155d,98.538541,428.73,30.0,2560.0,1920.0,cmu
3eb0829f-6f33-46b6-b491-c6c53200de4b,483.098961,703.19,30.0,1920.0,1440.0,utokyo
3ebf3a34-7ef0-4aef-9a52-c9f812f81b8c,42.965304,82.13,30.0,1920.0,1440.0,cmu
3ec3eab7-842d-409d-8866-42ddcbd24cd9,541.30095,1334.5,30.0,1440.0,1080.0,iiith
3ec84720-2ef4-4537-be8b-ecd37cbbb62b,827.074613,2013.57,30.0,1920.0,1440.0,bristol
3ef71673-7e7b-4a24-a5f7-a4e291a07601,23.400861,90.2,30.0,2560.0,1920.0,cmu
3efbad19-b258-443a-8f71-d4f7e4f8aef1,1003.936501,1818.22,30.0,1920.0,1440.0,bristol
3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,1114.421157,3651.82,30.0,1920.0,1440.0,bristol
3f0bd238-228d-4796-a3e4-820308fb04b0,144.666156,532.03,30.0,1920.0,1440.0,utokyo
3f19900e-6ea1-437c-b43f-8422771fd067,657.093866,3367.3,30.0,1440.0,1080.0,kaust
3f2b1d67-50ef-4005-95d3-4cba5bd10b4b,362.544788,642.49,30.0,1920.0,1440.0,bristol
3f38e607-c9d0-43fd-8ba8-952f73fa8e64,889.236414,1058.09,30.0,1440.0,1080.0,iiith
3f4bc54e-cddd-4255-973a-e9717de113dd,72.46688,114.0,30.0,1440.0,1080.0,unict
3f6e7d56-6bf0-43d6-81cf-2bd11827455e,946.596242,1037.77,30.0,1440.0,1080.0,unict
3fa54ca6-3988-4a7f-9295-41236f4ee925,85.45552,261.33,30.0,1440.0,1080.0,unict
3fa64efd-45e8-412e-a665-914d0cfda32e,127.699599,523.44,30.0,1920.0,1440.0,utokyo
3fafab49-f9a6-4781-912c-c60a91dec5cf,233.884489,563.33,30.0,1920.0,1440.0,utokyo
3fc288bb-1082-4ec5-96a7-75bb61144b11,207.298544,587.37,30.0,1440.0,1080.0,unict
3fc60e72-91ad-4320-bd07-1cf753f4a5f1,5800.555906,2436.22,30.0,1920.0,1440.0,bristol
3fdd2474-3cc2-41af-b18b-216ec3bd0300,632.859011,664.1,30.0,2560.0,1920.0,cmu_africa
3fe80cfa-8dba-4fb6-9c27-b835de536130,305.522567,708.01,30.0,1920.0,1440.0,utokyo
3feecf60-787b-4472-ab8d-a5b49c51d1f4,27.244751,153.0,30.0,1440.0,1080.0,iiith
3fffb452-1c17-43fa-b473-c9e19ac21433,684.190856,3731.73,30.0,1920.0,1080.0,unict
40067da0-8e8f-4ca3-b652-07a5b847e460,183.373989,1637.3,30.0,1440.0,1080.0,unict
40359e3f-931e-4c0b-8d8b-a87d1773320f,1006.164655,2403.39,30.0,1920.0,1080.0,iiith
404cc1c1-f7a0-4e16-9a39-b8e2d5d9ae59,386.409213,640.15,30.0,1920.0,1440.0,utokyo
4066339d-b061-4550-a8fa-988fc4861714,260.100517,694.17,30.0,2560.0,1920.0,cmu
406c7c13-4390-4c19-99c6-68861245da0d,183.582481,483.0,30.0,1920.0,1080.0,minnesota
406dd4ef-ac1e-48cc-be05-40dab5979549,894.379227,1815.78,30.0,1920.0,1440.0,bristol
407f8e81-9a21-4d21-ac02-dff9058fe61d,169.500867,636.33,30.0,1440.0,1080.0,unict
408cd48d-2156-4d5c-b8fd-8beccf301066,259.146468,1770.13,30.0,1440.0,1080.0,kaust
408e2503-3c1e-46bb-b3d1-39c41a11d361,88.53192,150.63,30.0,1920.0,1440.0,cmu
40a4de2a-a6e6-46eb-a7cf-cd79fae7c5f8,833.484226,1786.07,30.0,1920.0,1440.0,bristol
40a7470c-f3ed-41d4-956a-4b65f97e895a,1482.025525,1215.9,30.0,2560.0,1920.0,cmu
40a83cc4-0e1e-4de4-8a7b-d028ecd0c214,189.148016,1362.7,30.0,1440.0,1080.0,unict
40c47385-aa06-4a89-a31a-534421d19aa9,1102.271851,1704.33,30.0,1440.0,1080.0,kaust
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,450.767002,1991.33,30.0,1440.0,1080.0,unict
411879b5-9776-4ffd-9af5-66897a078bed,120.868418,788.98,30.0,1440.0,1080.0,kaust
41309ada-0a81-47b2-bdd1-453a178db18a,787.471025,1219.4,30.0,1440.0,1080.0,kaust
41416e77-3b9a-4685-bd1b-ba26b5ba19b2,129.916278,516.65,30.0,1920.0,1080.0,unict
414f3e08-b515-4c9b-9d9f-eeccf586fb3a,1174.734759,1845.37,30.0,1920.0,1440.0,bristol
41513f7d-7445-4b72-a33c-bfcdb999b3be,490.964051,1846.17,30.0,1440.0,1080.0,kaust
4194c6fa-04c4-4206-a7a5-f3f9d6cb2cec,291.423793,2658.03,30.0,1440.0,1080.0,kaust
41ce196f-1726-4077-887f-060674b4f338,354.811755,380.2,30.0,1920.0,1440.0,cmu
4220db3a-4708-4fd1-ab67-0ef1586906cd,459.993437,1420.8,30.0,1920.0,1440.0,bristol
42263a6a-e984-4dd9-82db-a43d6e879c8f,242.773763,2665.43,30.0,1440.0,1080.0,kaust
424d302f-9765-4f7a-9945-366d4f789136,700.309567,375.4,30.0,1920.0,1440.0,cmu
4252f2a4-4dd8-4b46-9e90-3b46dc49520c,112.623173,118.5,30.0,2560.0,1920.0,cmu
4258e010-c431-4598-9de7-9b366533365d,894.712491,1370.73,30.0,1920.0,1080.0,minnesota
4263ebaf-24c3-4f8c-b85e-3feed08daf97,267.748032,2484.79,30.0,1440.0,1080.0,unict
4267a3f1-0903-4272-9085-3ef9364c288b,861.557259,2576.87,30.0,1440.0,1080.0,kaust
429f6fd5-d841-44b3-a433-347421c06a5b,274.030488,553.9,30.0,1920.0,1440.0,bristol
42b65bdb-2a6d-4783-9584-f36a1c615c2d,739.80238,309.5,30.0,1920.0,1080.0,iiith
42c4f68b-e0f5-4c83-8de3-bda993ae3a16,693.081027,547.3,30.0,2560.0,1920.0,cmu
42cb50e9-beec-45f2-83e5-048901ef65d3,415.381198,695.53,30.0,1440.0,1080.0,kaust
42d548dc-bb10-427f-a1fe-468f31bc0de5,313.914093,2106.17,30.0,1440.0,1080.0,iiith
42d72164-8f4a-49e4-8b95-b3ad423ba65b,537.91246,1739.97,30.0,1920.0,1080.0,uniandes
42e4a840-68a1-4992-923d-7452500b4218,349.011703,3190.3,30.0,1440.0,1080.0,unict
43299c49-5466-44c0-b786-1100467ef836,8.558526,20.57,30.0,1440.0,1080.0,unict
432cb803-6be5-47bc-8443-6bb5b9051667,417.099704,1823.73,30.0,1920.0,1440.0,bristol
433d0fc0-f6e9-46aa-8ec7-a6633cba6932,381.319264,822.1,30.0,2560.0,1920.0,cmu
433fb84b-4f39-4d31-9975-3185d8a9bac1,948.44884,2006.68,30.0,1440.0,1080.0,iiith
434a5651-9901-4b32-b782-d9a2bb52e805,2753.311512,3482.83,30.0,1440.0,1080.0,kaust
4371dce1-6911-4366-b36b-b62cb9b094b5,190.679231,259.23,30.0,2560.0,1920.0,cmu_africa
43811320-8b7b-418a-8fc3-414ceeef1ed8,376.06899,1805.0,30.0,1920.0,1080.0,nus
439a78ee-4776-4b70-9ac2-896f9f22f44c,330.288653,708.01,30.0,1920.0,1440.0,utokyo
43c06b48-36d0-482b-909b-bf0e84f1ab73,10.457462,92.9,30.0,1440.0,1080.0,unict
43d83207-9c41-46aa-90c9-e30a6194be11,545.224053,1541.87,30.0,1920.0,1080.0,minnesota
4403d338-d20a-4045-89d8-617f4f4769fc,468.86383,3065.97,30.0,1440.0,1080.0,kaust
44327c5e-9442-4334-b675-8019df3678af,639.666711,3396.77,30.0,2560.0,1920.0,cmu
4453ce6d-e2f9-45eb-8694-daf9057daacf,35.037692,241.57,30.0,1440.0,1080.0,unict
445af3d3-bc03-4228-9881-5f114f7d55c7,908.801627,3078.57,30.0,2560.0,1920.0,cmu
445fc552-20bf-49fe-adad-a5c5882f5c73,2067.081848,2336.65,30.0,1920.0,1440.0,bristol
4469a684-b4f9-4b50-a26f-2943f477a420,1437.73743,5355.5,30.0,1440.0,1080.0,kaust
4474c9c2-9d20-46fd-8fec-7d64942738e7,464.263311,786.51,30.0,1920.0,1440.0,bristol
448472cf-8cbb-4aa9-ae72-99ef72adae87,331.347627,4483.87,30.0,1440.0,1080.0,kaust
44a173ba-e836-4efc-b485-e94d6bbafa8e,125.707698,724.8,30.0,1440.0,1080.0,iiith
44e3114f-8654-48ee-97c5-9506311ba188,294.473964,1228.33,30.0,1440.0,1080.0,iiith
44ebf834-827a-4dcb-bbc1-98578c33c723,33.376066,346.43,30.0,1440.0,1080.0,kaust
44f4b12f-c41d-48cf-bbc9-05707873bba6,41.971097,125.23,30.0,1440.0,1080.0,iiith
44f4d3f3-728f-4013-9371-8e7d8b9408a1,538.102685,1392.3,30.0,1920.0,1080.0,unict
45199793-36b2-45e0-8649-2515afaffa3a,871.187133,4232.29,30.0,1440.0,1080.0,iiith
45219b12-3546-49ff-915a-e802739190c0,228.296229,486.33,30.0,1440.0,1080.0,unict
453dc4a1-57b2-4803-9156-cf30016c3a79,917.035844,4089.57,30.0,1440.0,1080.0,kaust
4572b198-2c1c-4920-bcf0-95fcebe12261,1162.312033,3003.26,30.0,1440.0,1080.0,kaust
457ddf5b-8154-4099-aadf-df0c08fe15a4,143.611881,898.97,30.0,1440.0,1080.0,kaust
458b9f39-85ee-4d6f-82ec-9d219cbe31cd,419.965457,1038.57,30.0,1920.0,1080.0,minnesota
45a39fe0-4674-40a7-84f2-ec24d301b73b,103.497158,466.54,30.0,1920.0,1080.0,unict
45a964e8-4eb3-4b41-b9d3-72b949294e27,570.425399,2175.36,30.0,1920.0,1440.0,bristol
45bf438d-0cbb-40b8-be95-58204bb3c6fe,399.293949,885.05,30.0,1920.0,1440.0,bristol
45c274b8-54e6-4187-9fd9-73c0b0ada28d,181.47454,2067.37,30.0,1920.0,1080.0,nus
45dc74e1-c8dd-443a-a7a6-ca4215144e97,208.816166,486.57,30.0,1440.0,1080.0,iiith
45e463b2-bdd5-407a-ab5c-8a5c5534e078,51.072532,226.75,30.0,1920.0,1440.0,utokyo
45f1559d-aec8-405c-b149-42c1a0999c03,352.524441,913.53,30.0,1440.0,1080.0,unict
45f1d2bf-9243-4903-b42d-742cc8b57299,1271.865292,4414.2,30.0,1440.0,1080.0,iiith
460e3501-ff8e-4dcf-b47b-c298b9c46006,45.520078,128.6,30.0,1440.0,1080.0,unict
461453ca-6e9d-4e59-82b1-3138e76b62a1,8274.928892,3675.47,30.0,2560.0,1920.0,cmu
461f3dd7-9283-4829-9710-888b8323656e,18.444168,61.59,30.0,1920.0,1440.0,utokyo
466019aa-4c4c-415a-b8b6-a87c0a61fe8f,1162.877998,1235.23,30.0,1440.0,1080.0,unict
4663fe50-1d7f-4213-a3d7-b1d29c86b998,55.936473,104.7,30.0,1920.0,1440.0,cmu
466c9201-dba2-44e9-93c4-82788ac6282b,221.302687,1252.71,30.0,1440.0,1080.0,iiith
46766cb1-52b9-4ce3-a413-abb4c9950136,599.638879,2145.27,30.0,1440.0,1080.0,iiith
46af7819-8dfd-4c3c-9b21-5ad0d9095580,279.193953,1058.09,30.0,1440.0,1080.0,iiith
46d00bf5-ed73-4e5f-84eb-9c880eec10d8,604.594337,2784.4,30.0,1920.0,1080.0,unict
46e07357-6946-4ff0-ba36-ae11840bdc39,216.421857,542.63,30.0,1920.0,1080.0,minnesota
46f5a400-654f-4aa3-8185-da5ea97bc1a6,536.560925,280.63,30.0,1920.0,1080.0,unict
46fe43da-974a-4212-ad44-b98c30296909,201.679306,3876.37,30.0,1440.0,1080.0,iiith
47078bd8-6b58-458c-8c34-8d905e21079a,289.338226,878.17,30.0,1920.0,1080.0,minnesota
473d22ab-824e-4d9a-8bc0-924d499694d0,42.16426,18.13,30.0,1920.0,1440.0,cmu
47411564-94e8-41e5-b3db-af5662d0780a,42.438647,184.34,30.0,1440.0,1080.0,iiith
47416649-3b1f-48d4-b6fa-c16c4400ce9e,237.037963,342.23,30.0,2560.0,1920.0,cmu
477feff8-a1ff-4f43-b726-273ca0fa47e9,1040.738576,2031.27,30.0,1920.0,1440.0,bristol
478d7fa4-b174-4266-b0ff-bd180ba0b806,795.669201,4939.49,30.0,1440.0,1080.0,iiith
479c4b6d-f278-40eb-9a7c-a193ff0d4bac,122.585539,52.37,30.0,1920.0,1440.0,cmu
47ba5fb2-0176-401d-8950-68df861c6bd1,518.131565,3380.77,30.0,1440.0,1080.0,kaust
47bb1fd4-d41f-42b4-8d0c-29c4e9fdff9f,72.280463,151.57,30.0,1440.0,1080.0,unict
47ecb48a-98ca-42d8-98c0-030c3166afec,239.939619,2435.4,30.0,1440.0,1080.0,unict
47ed7c1c-5b7a-4d4d-9d1c-def09dae5f08,592.759354,844.53,30.0,1440.0,1080.0,unict
483c9392-c844-4eea-a1ad-5fb4d8aec637,421.597214,1797.77,30.0,1920.0,1080.0,minnesota
484249cf-8898-4d7a-bb1f-18bcbcf4dce9,300.891157,599.5,30.0,1440.0,1080.0,unict
48475a9f-e11e-46f7-bdb6-398b44af344e,822.773004,2341.07,30.0,1440.0,1080.0,iiith
487ca35f-25c6-4e5d-9ba9-d079bc4c162a,18.481924,31.8,30.0,2560.0,1920.0,cmu_africa
487d752c-6e22-43e3-9c08-627bc2a6c6d4,21.635491,56.64,30.0,1920.0,1440.0,bristol
4884c61e-a61b-4ba6-8071-4314c6c217b6,520.311973,3799.5,30.0,1440.0,1080.0,kaust
4894e32d-7aab-4717-981c-9bfc1eac6aa4,742.14569,4497.93,30.0,1920.0,1080.0,unict
48acd7ed-cafc-494b-9e47-8dddcdf0fa75,573.501726,996.3,30.0,1920.0,1080.0,minnesota
48bba3dc-4134-43e9-b30c-20add38bfcc6,928.375741,3218.5,30.0,1440.0,1080.0,unict
48ca7acc-2b9c-46a9-ab11-be03bd1324d9,338.916567,1068.82,30.0,1440.0,1080.0,iiith
48e621af-81b9-46eb-adc5-bd6893ba22b4,92.823463,214.19,30.0,1440.0,1080.0,iiith
48f344b2-67e5-46ad-9eac-a995b24dcbc7,140.052079,3102.39,30.0,1440.0,1080.0,iiith
4930cced-9b84-464e-88ce-3990188efed6,883.048403,1800.13,30.0,1920.0,1080.0,minnesota
494723eb-9670-4d7a-bb23-ecc66fd6e258,716.239569,5270.41,30.0,1440.0,1080.0,iiith
495172da-f1f8-459e-bffa-e8cec7dfc52e,163.498403,1033.47,30.0,1440.0,1080.0,kaust
49559c6a-7419-42d6-811a-5a62c3d6ece8,147.827973,326.7,30.0,1920.0,1440.0,cmu
49a4bf40-c246-4093-ae93-9c26ce197a65,94.118675,769.27,30.0,1440.0,1080.0,unict
49d20f86-b516-49be-a27b-a450955c9f46,267.699111,2399.47,30.0,1440.0,1080.0,kaust
4a3d2db2-1b82-40b7-8a6e-52b6a2fe2b2c,608.166841,724.61,30.0,1920.0,1080.0,unict
4a3fe6c1-bfdc-4bbb-a430-3cc19fbd484b,104.191604,291.52,30.0,1920.0,1440.0,bristol
4a58fe42-9ebe-4dfa-a103-e577a151a3f2,967.943584,2194.53,30.0,2560.0,1920.0,cmu
4a867792-9dbc-4563-a7ec-7d423235e4e2,134.597345,387.93,30.0,1920.0,1080.0,unict
4a969457-e470-4533-9b1b-72904f5d7ff8,580.730831,1476.9,30.0,1440.0,1080.0,iiith
4abd8edc-4751-4a47-9808-696d960b7557,5648.434352,5774.63,30.0,1440.0,1080.0,iiith
4ac59908-3f13-4085-9479-7348b13803ee,229.952356,923.23,30.0,1920.0,1440.0,bristol
4ace159b-7af8-492b-9910-e14a5cb72d1a,1419.740595,4783.52,30.0,1440.0,1080.0,kaust
4adf81a9-0e72-4fed-b0d2-bb84246cb7b6,28.01948,294.83,30.0,1440.0,1080.0,iiith
4aeb7f3c-855a-4c66-b3d9-02b0eb963883,249.97368,474.35,30.0,1440.0,1080.0,unict
4b0025fd-2d90-44ca-850b-e0d2131f6af1,91.20701,1538.8,30.0,1440.0,1080.0,kaust
4b285020-fc23-4e14-b645-594111b65a36,1293.267186,813.47,30.0,1920.0,1080.0,minnesota
4b3153ab-c0dd-4792-ad9a-96abe1311da4,25.903868,1202.43,30.0,1440.0,1080.0,iiith
4b5de875-cc82-494e-b768-8ac0ae3bb279,563.495312,1974.23,30.0,1920.0,1440.0,bristol
4b63760e-3016-4a13-ad93-c9487a433a4c,627.459353,1602.57,30.0,2560.0,1920.0,cmu
4bb74f1a-1892-4415-a976-2b6db639f949,230.964803,420.6,30.0,1920.0,1080.0,minnesota
4bc033f3-9bfe-4b00-8595-09148707bb02,1147.761027,2467.07,30.0,1920.0,1440.0,bristol
4bddae9e-8ffb-4a03-9421-adf6268d91b6,158.683793,427.8,30.0,1920.0,1080.0,minnesota
4bed357e-d721-4ab4-b1ba-9d68fcfdfd27,2379.319972,1890.26,30.0,1440.0,1080.0,kaust
4bf4de54-4d9d-4067-a531-c387e22036a4,98.787868,300.2,30.0,1920.0,1080.0,unict
4c2ea5f1-64a3-41d4-9ce4-e1ea443720b3,837.752952,1515.63,30.0,2560.0,1920.0,cmu
4c45d8f4-e026-4ca3-a1e4-6d32da434469,395.85915,2567.07,30.0,1440.0,1080.0,kaust
4c53aaac-76f0-4874-ab1c-738286b9698e,724.555755,1741.57,30.0,1920.0,1080.0,nus
4c642620-db0e-4096-9ece-2b2c6fdb47b0,781.793008,4389.9,30.0,1920.0,1080.0,unict
4c7e1e67-a4ad-46d1-af91-caa8afe3e1c8,341.565777,3782.54,30.0,1440.0,1080.0,iiith
4ca97ff8-bc2a-462b-b4c9-b1a878564bea,188.121322,513.43,30.0,1921.0,1080.0,uniandes
4ce13c92-8094-48a2-9e81-2a597d992aad,465.818586,1266.87,30.0,1920.0,1440.0,cmu
4ce9f93b-f44c-46fe-9050-3452d2f39abb,2823.616176,4232.29,30.0,1440.0,1080.0,iiith
4cef0e73-9dbc-41d0-9b1a-bb655fb2a716,154.008325,1802.05,30.0,1440.0,1080.0,iiith
4d19cd93-f45a-4b94-aecd-6a4be2e524ec,976.758705,1582.63,30.0,1920.0,1080.0,minnesota
4d1b11b2-e53a-40a5-a3a5-2b2441c60e17,551.097339,1765.27,30.0,1920.0,1080.0,nus
4d24d57d-96ba-4ea1-9542-ee0520d20d3e,7049.125983,2013.13,30.0,2560.0,1920.0,cmu
4d2bcd02-212e-4796-abaa-f4aa46b7ed10,3937.178936,1999.53,30.0,1920.0,1080.0,unict
4d3e69ae-8433-453d-a5ce-bcaf6b22bda5,344.685791,531.57,30.0,2560.0,1920.0,cmu
4d620f82-6792-49eb-8bd4-e831a252c70b,470.862412,968.03,30.0,1920.0,1080.0,minnesota
4d76c2c7-c6a2-46a6-bc94-0033c629f040,8501.633313,3616.37,30.0,2560.0,1920.0,cmu
4d770048-cfde-411f-ad53-e4d57a7dd0d1,76.969563,461.83,30.0,1440.0,1080.0,unict
4d836cd7-d7fb-411e-bd50-79b92f5e5bfd,836.64597,1800.13,30.0,1920.0,1080.0,minnesota
